['H-MoS2']
500
  5.291772105638e-05   9.880908945072e-01
  4.770018222678e-04   9.586349395996e-01
  9.010859234791e-04   9.316344846126e-01
  1.325170024691e-03   9.057272761426e-01
  1.749254125902e-03   8.808587804529e-01
  2.173338227113e-03   8.570066150892e-01
  2.597422328325e-03   8.341547274282e-01
  3.021506429536e-03   8.122891252323e-01
  3.445590530747e-03   7.913966787504e-01
  3.869674631959e-03   7.714647020406e-01
  4.293758733170e-03   7.524807901158e-01
  4.717842834382e-03   7.344327491703e-01
  5.141926935593e-03   7.173074130417e-01
  5.566011036804e-03   7.010292714147e-01
  5.990095138016e-03   6.854522354971e-01
  6.414179239227e-03   6.704612503761e-01
  6.838263340439e-03   6.559695058813e-01
  7.262347441650e-03   6.419101957309e-01
  7.686431542861e-03   6.282310052322e-01
  8.110515644073e-03   6.148929099932e-01
  8.534599745284e-03   6.018875769948e-01
  8.958683846495e-03   5.892197696278e-01
  9.382767947707e-03   5.768927023754e-01
  9.806852048918e-03   5.649082656799e-01
  1.023093615013e-02   5.532673082222e-01
  1.065502025134e-02   5.419698515130e-01
  1.107910435255e-02   5.310152549914e-01
  1.150318845376e-02   5.204023444612e-01
  1.192727255498e-02   5.101295130073e-01
  1.235135665619e-02   5.001948010857e-01
  1.277544075740e-02   4.905959606230e-01
  1.319952485861e-02   4.813305067763e-01
  1.362360895982e-02   4.723957600621e-01
  1.404769306103e-02   4.637888809111e-01
  1.447177716224e-02   4.555068982301e-01
  1.489586126345e-02   4.475467331793e-01
  1.531994536467e-02   4.399052191108e-01
  1.574402946588e-02   4.325790139976e-01
  1.616811356709e-02   4.255582048191e-01
  1.659219766830e-02   4.188235527766e-01
  1.701628176951e-02   4.123567913262e-01
  1.744036587072e-02   4.061413754907e-01
  1.786444997193e-02   4.001622787097e-01
  1.828853407315e-02   3.944058179496e-01
  1.871261817436e-02   3.888595025849e-01
  1.913670227557e-02   3.835119033744e-01
  1.956078637678e-02   3.783525384651e-01
  1.998487047799e-02   3.733717739115e-01
  2.040895457920e-02   3.685607365882e-01
  2.083303868041e-02   3.639112377302e-01
  2.125712278163e-02   3.594157056263e-01
  2.168120688284e-02   3.550671261961e-01
  2.210529098405e-02   3.508589904066e-01
  2.252937508526e-02   3.467852476195e-01
  2.295345918647e-02   3.428402641024e-01
  2.337754328768e-02   3.390187860511e-01
  2.380162738889e-02   3.353155366927e-01
  2.422571149011e-02   3.317237633473e-01
  2.464979559132e-02   3.282366290760e-01
  2.507387969253e-02   3.248477823849e-01
  2.549796379374e-02   3.215513172379e-01
  2.592204789495e-02   3.183417368052e-01
  2.634613199616e-02   3.152139207337e-01
  2.677021609737e-02   3.121630955320e-01
  2.719430019858e-02   3.091848077473e-01
  2.761838429980e-02   3.062748996231e-01
  2.804246840101e-02   3.034294869783e-01
  2.846655250222e-02   3.006449390732e-01
  2.889063660343e-02   2.979178602633e-01
  2.931472070464e-02   2.952450732554e-01
  2.973880480585e-02   2.926236038016e-01
  3.016288890706e-02   2.900506666942e-01
  3.058697300828e-02   2.875236529379e-01
  3.101105710949e-02   2.850401179709e-01
  3.143514121070e-02   2.825978035641e-01
  3.185922531191e-02   2.801952588782e-01
  3.228330941312e-02   2.778317302282e-01
  3.270739351433e-02   2.755065154900e-01
  3.313147761554e-02   2.732189369371e-01
  3.355556171676e-02   2.709683397585e-01
  3.397964581797e-02   2.687540906959e-01
  3.440372991918e-02   2.665755767701e-01
  3.482781402039e-02   2.644322041034e-01
  3.525189812160e-02   2.623233968261e-01
  3.567598222281e-02   2.602485960573e-01
  3.610006632402e-02   2.582072589546e-01
  3.652415042524e-02   2.561988578329e-01
  3.694823452645e-02   2.542228793400e-01
  3.737231862766e-02   2.522788236876e-01
  3.779640272887e-02   2.503662039347e-01
  3.822048683008e-02   2.484845453151e-01
  3.864457093129e-02   2.466333846121e-01
  3.906865503250e-02   2.448122695581e-01
  3.949273913371e-02   2.430207485152e-01
  3.991682323493e-02   2.412583531253e-01
  4.034090733614e-02   2.395246212952e-01
  4.076499143735e-02   2.378191014621e-01
  4.118907553856e-02   2.361413520664e-01
  4.161315963977e-02   2.344909410572e-01
  4.203724374098e-02   2.328674454269e-01
  4.246132784219e-02   2.312704507758e-01
  4.288541194341e-02   2.296995508989e-01
  4.330949604462e-02   2.281543474034e-01
  4.373358014583e-02   2.266344493421e-01
  4.415766424704e-02   2.251394728726e-01
  4.458174834825e-02   2.236690409341e-01
  4.500583244946e-02   2.222227829422e-01
  4.542991655067e-02   2.208003345035e-01
  4.585400065189e-02   2.194013371413e-01
  4.627808475310e-02   2.180254380410e-01
  4.670216885431e-02   2.166722898059e-01
  4.712625295552e-02   2.153415343303e-01
  4.755033705673e-02   2.140326692505e-01
  4.797442115794e-02   2.127451251330e-01
  4.839850525915e-02   2.114783516428e-01
  4.882258936037e-02   2.102318176227e-01
  4.924667346158e-02   2.090050102791e-01
  4.967075756279e-02   2.077974344094e-01
  5.009484166400e-02   2.066086116684e-01
  5.051892576521e-02   2.054380798706e-01
  5.094300986642e-02   2.042853923294e-01
  5.136709396763e-02   2.031501172267e-01
  5.179117806885e-02   2.020318370149e-01
  5.221526217006e-02   2.009301478476e-01
  5.263934627127e-02   1.998446590363e-01
  5.306343037248e-02   1.987749925350e-01
  5.348751447369e-02   1.977207824495e-01
  5.391159857490e-02   1.966816745670e-01
  5.433568267611e-02   1.956573259097e-01
  5.475976677732e-02   1.946474041697e-01
  5.518385087854e-02   1.936515783062e-01
  5.560793497975e-02   1.926695133824e-01
  5.603201908096e-02   1.917008842046e-01
  5.645610318217e-02   1.907453762779e-01
  5.688018728338e-02   1.898026854140e-01
  5.730427138459e-02   1.888725173583e-01
  5.772835548580e-02   1.879545874307e-01
  5.815243958702e-02   1.870486201855e-01
  5.857652368823e-02   1.861543490827e-01
  5.900060778944e-02   1.852715161746e-01
  5.942469189065e-02   1.843998718073e-01
  5.984877599186e-02   1.835391743327e-01
