# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   59614   2   -4.215190    1.849067E-04    1.653997E-04    2.616455E+02    2.925036E+02
   59615   2   -4.204836    1.848890E-04    1.630873E-04    2.616705E+02    2.966509E+02
   59616   2   -4.193847    1.848682E-04    1.607285E-04    2.617000E+02    3.010046E+02
   59617   2   -4.182265    1.848955E-04    1.583653E-04    2.616613E+02    3.054961E+02
   59618   2   -4.170133    1.850060E-04    1.560211E-04    2.615050E+02    3.100863E+02
   59619   2   -4.157496    1.852408E-04    1.537203E-04    2.611735E+02    3.147274E+02
   59620   2   -4.144399    1.856456E-04    1.514887E-04    2.606040E+02    3.193638E+02
   59621   2   -4.130890    1.859930E-04    1.491349E-04    2.601173E+02    3.244043E+02
   59622   2   -4.117016    1.767426E-04    1.392191E-04    2.737314E+02    3.475098E+02
   59623   2   -4.102822    1.080865E-04    8.368889E-05    4.476046E+02    5.780934E+02
   59881   2   -4.106970    1.441147E-04    1.074370E-04    3.357047E+02    4.503103E+02
   59882   2   -4.121104    1.828435E-04    1.393017E-04    2.645978E+02    3.473038E+02
   59883   2   -4.134920    1.840901E-04    1.432713E-04    2.628061E+02    3.376811E+02
   59884   2   -4.148370    1.827095E-04    1.451870E-04    2.647920E+02    3.332255E+02
   59885   2   -4.161406    1.815672E-04    1.472670E-04    2.664577E+02    3.285190E+02
   59886   2   -4.173980    1.806833E-04    1.495307E-04    2.677614E+02    3.235455E+02
   59887   2   -4.186045    1.800390E-04    1.519626E-04    2.687195E+02    3.183678E+02
   59888   2   -4.197555    1.796163E-04    1.545427E-04    2.693520E+02    3.130526E+02
   59889   2   -4.208464    1.793937E-04    1.572439E-04    2.696862E+02    3.076748E+02
   59890   2   -4.218729    1.792188E-04    1.599205E-04    2.699493E+02    3.025254E+02
   59891   2   -4.228308    1.770001E-04    1.606830E-04    2.733331E+02    3.010898E+02
   59892   2   -4.237160    1.627363E-04    1.502713E-04    2.972908E+02    3.219510E+02
   59893   2   -4.245248    1.245378E-04    1.169751E-04    3.884765E+02    4.135924E+02
   59910   2   -4.246057    1.292456E-04    1.206591E-04    3.743260E+02    4.009644E+02
   59911   2   -4.238029    1.686149E-04    1.558793E-04    2.869260E+02    3.103684E+02
   59912   2   -4.229227    1.831230E-04    1.673261E-04    2.641941E+02    2.891360E+02
   59913   2   -4.219687    1.853622E-04    1.671542E-04    2.610025E+02    2.894333E+02
   59914   2   -4.209449    1.854557E-04    1.649219E-04    2.608710E+02    2.933510E+02
   59915   2   -4.198554    1.854393E-04    1.625358E-04    2.608941E+02    2.976576E+02
   59916   2   -4.187047    1.854641E-04    1.601329E-04    2.608591E+02    3.021240E+02
   59917   2   -4.174973    1.855666E-04    1.577389E-04    2.607151E+02    3.067093E+02
   59918   2   -4.162378    1.857868E-04    1.553788E-04    2.604061E+02    3.113681E+02
   59919   2   -4.149309    1.861709E-04    1.530794E-04    2.598687E+02    3.160451E+02
   59920   2   -4.135816    1.867230E-04    1.508318E-04    2.591004E+02    3.207547E+02
   59921   2   -4.121947    1.842831E-04    1.461517E-04    2.625308E+02    3.310260E+02
   59922   2   -4.107749    1.429092E-04    1.113115E-04    3.385365E+02    4.346360E+02
   60181   2   -4.111746    1.660016E-04    1.242525E-04    2.914430E+02    3.893684E+02
   60182   2   -4.125859    1.844754E-04    1.412312E-04    2.622571E+02    3.425589E+02
   60183   2   -4.139642    1.836181E-04    1.436614E-04    2.634816E+02    3.367640E+02
   60184   2   -4.153048    1.822367E-04    1.456546E-04    2.654788E+02    3.321556E+02
   60185   2   -4.166025    1.811217E-04    1.478336E-04    2.671133E+02    3.272597E+02
   60186   2   -4.178526    1.802597E-04    1.501897E-04    2.683906E+02    3.221259E+02
   60187   2   -4.190500    1.796328E-04    1.527055E-04    2.693272E+02    3.168190E+02
   60188   2   -4.201899    1.792229E-04    1.553589E-04    2.699432E+02    3.114079E+02
   60189   2   -4.212677    1.789969E-04    1.581104E-04    2.702840E+02    3.059887E+02
   60190   2   -4.222787    1.784549E-04    1.605045E-04    2.711050E+02    3.014245E+02
   60191   2   -4.232187    1.728393E-04    1.582110E-04    2.799132E+02    3.057942E+02
   60192   2   -4.240833    1.483822E-04    1.382466E-04    3.260499E+02    3.499544E+02
   60193   2   -4.248688    1.008539E-04    9.564637E-05    4.797038E+02    5.058216E+02
   60209   2   -4.249324    1.053645E-04    9.872670E-05    4.591680E+02    4.900397E+02
   60210   2   -4.241516    1.548384E-04    1.438906E-04    3.124549E+02    3.362276E+02
   60211   2   -4.232907    1.798865E-04    1.654295E-04    2.689474E+02    2.924509E+02
   60212   2   -4.223533    1.855071E-04    1.684596E-04    2.607986E+02    2.871905E+02
   60213   2   -4.213437    1.859652E-04    1.665610E-04    2.601562E+02    2.904642E+02
   60214   2   -4.202661    1.859711E-04    1.641777E-04    2.601479E+02    2.946807E+02
   60215   2   -4.191252    1.860035E-04    1.617566E-04    2.601026E+02    2.990914E+02
   60216   2   -4.179257    1.861085E-04    1.593338E-04    2.599559E+02    3.036394E+02
   60217   2   -4.166723    1.863255E-04    1.569348E-04    2.596531E+02    3.082808E+02
   60218   2   -4.153700    1.867001E-04    1.545870E-04    2.591322E+02    3.129630E+02
   60219   2   -4.140239    1.872756E-04    1.523131E-04    2.583358E+02    3.176352E+02
   60220   2   -4.126390    1.871393E-04    1.493835E-04    2.585240E+02    3.238644E+02
   60221   2   -4.112204    1.658736E-04    1.299451E-04    2.916678E+02    3.723109E+02
   60480   2   -4.101678    1.094251E-04    8.041442E-05    4.421289E+02    6.016334E+02
   60481   2   -4.116044    1.772528E-04    1.332137E-04    2.729434E+02    3.631760E+02
   60482   2   -4.130119    1.845789E-04    1.419426E-04    2.621102E+02    3.408420E+02
   60483   2   -4.143854    1.831475E-04    1.439984E-04    2.641587E+02    3.359760E+02
   60484   2   -4.157197    1.817861E-04    1.460790E-04    2.661370E+02    3.311906E+02
   60485   2   -4.170097    1.806910E-04    1.483437E-04    2.677499E+02    3.261346E+02
   60486   2   -4.182503    1.798446E-04    1.507779E-04    2.690100E+02    3.208694E+02
   60487   2   -4.194363    1.792291E-04    1.533623E-04    2.699338E+02    3.154621E+02
   60488   2   -4.205628    1.788259E-04    1.560722E-04    2.705424E+02    3.099848E+02
   60489   2   -4.216249    1.785604E-04    1.588293E-04    2.709447E+02    3.046037E+02
   60490   2   -4.226178    1.771807E-04    1.605032E-04    2.730546E+02    3.014270E+02
   60491   2   -4.235370    1.665851E-04    1.536421E-04    2.904222E+02    3.148876E+02
   60492   2   -4.243782    1.326338E-04    1.245818E-04    3.647636E+02    3.883392E+02
   60509   2   -4.244293    1.392476E-04    1.298552E-04    3.474388E+02    3.725688E+02
   60510   2   -4.235905    1.744035E-04    1.611821E-04    2.774026E+02    3.001574E+02
   60511   2   -4.226726    1.850901E-04    1.690611E-04    2.613862E+02    2.861687E+02
   60512   2   -4.216798    1.863737E-04    1.679511E-04    2.595860E+02    2.880601E+02
   60513   2   -4.206167    1.864381E-04    1.656192E-04    2.594963E+02    2.921159E+02
   60514   2   -4.194880    1.864879E-04    1.632022E-04    2.594271E+02    2.964420E+02
   60515   2   -4.182986    1.866058E-04    1.607722E-04    2.592632E+02    3.009226E+02
   60516   2   -4.170534    1.868311E-04    1.583559E-04    2.589504E+02    3.055144E+02
   60517   2   -4.157577    1.872087E-04    1.559809E-04    2.584281E+02    3.101663E+02
   60518   2   -4.144167    1.877879E-04    1.536755E-04    2.576311E+02    3.148191E+02
   60519   2   -4.130355    1.883445E-04    1.512505E-04    2.568697E+02    3.198667E+02
   60520   2   -4.116194    1.787029E-04    1.407623E-04    2.707287E+02    3.437000E+02
   60521   2   -4.101735    1.060947E-04    8.199142E-05    4.560075E+02    5.900617E+02
   60780   2   -4.105544    1.360029E-04    1.001917E-04    3.557276E+02    4.828742E+02
   60781   2   -4.119867    1.822008E-04    1.374507E-04    2.655312E+02    3.519807E+02
   60782   2   -4.133889    1.842735E-04    1.422848E-04    2.625445E+02    3.400222E+02
   60783   2   -4.147557    1.827054E-04    1.442992E-04    2.647978E+02    3.352757E+02
   60784   2   -4.160819    1.813617E-04    1.464584E-04    2.667598E+02    3.303328E+02
   60785   2   -4.173621    1.802806E-04    1.487954E-04    2.683594E+02    3.251446E+02
   60786   2   -4.185910    1.794442E-04    1.512932E-04    2.696103E+02    3.197763E+02
   60787   2   -4.197634    1.788346E-04    1.539306E-04    2.705293E+02    3.142976E+02
   60788   2   -4.208740    1.784311E-04    1.566780E-04    2.711411E+02    3.087861E+02
   60789   2   -4.219177    1.780605E-04    1.593690E-04    2.717054E+02    3.035723E+02
   60790   2   -4.228897    1.753164E-04    1.598247E-04    2.759582E+02    3.027067E+02
   60791   2   -4.237852    1.592166E-04    1.478302E-04    3.038628E+02    3.272674E+02
   60792   2   -4.245999    1.185740E-04    1.121644E-04    4.080151E+02    4.313313E+02
   60808   2   -4.246353    1.249687E-04    1.167692E-04    3.871368E+02    4.143217E+02
   60809   2   -4.238217    1.675393E-04    1.553792E-04    2.887680E+02    3.113673E+02
   60810   2   -4.229262    1.839817E-04    1.688194E-04    2.629609E+02    2.865784E+02
   60811   2   -4.219532    1.866301E-04    1.690338E-04    2.592294E+02    2.862149E+02
   60812   2   -4.209072    1.868166E-04    1.668294E-04    2.589706E+02    2.899969E+02
   60813   2   -4.197933    1.868938E-04    1.644400E-04    2.588636E+02    2.942107E+02
   60814   2   -4.186163    1.870341E-04    1.620244E-04    2.586694E+02    2.985970E+02
   60815   2   -4.173817    1.872782E-04    1.596119E-04    2.583323E+02    3.031103E+02
   60816   2   -4.160946    1.876702E-04    1.572307E-04    2.577926E+02    3.077008E+02
   60817   2   -4.147605    1.882600E-04    1.549104E-04    2.569850E+02    3.123095E+02
   60818   2   -4.133848    1.890212E-04    1.526179E-04    2.559501E+02    3.170007E+02
   60819   2   -4.119729    1.852000E-04    1.466216E-04    2.612311E+02    3.299650E+02
   60820   2   -4.105300    1.330837E-04    1.033165E-04    3.635306E+02    4.682700E+02
   61080   2   -4.108956    1.548723E-04    1.143894E-04    3.123864E+02    4.229415E+02
   61081   2   -4.123222    1.840852E-04    1.393439E-04    2.628131E+02    3.471986E+02
   61082   2   -4.137173    1.838930E-04    1.425143E-04    2.630878E+02    3.394746E+02
   61083   2   -4.150757    1.823002E-04    1.445683E-04    2.653865E+02    3.346515E+02
   61084   2   -4.163917    1.809691E-04    1.467941E-04    2.673385E+02    3.295773E+02
   61085   2   -4.176600    1.798967E-04    1.491899E-04    2.689321E+02    3.242847E+02
   61086   2   -4.188749    1.790650E-04    1.517366E-04    2.701812E+02    3.188419E+02
   61087   2   -4.200310    1.784563E-04    1.544105E-04    2.711028E+02    3.133207E+02
   61088   2   -4.211231    1.780442E-04    1.571751E-04    2.717303E+02    3.078096E+02
   61089   2   -4.221457    1.774898E-04    1.597147E-04    2.725790E+02    3.029151E+02
   61090   2   -4.230939    1.730931E-04    1.586621E-04    2.795027E+02    3.049248E+02
   61091   2   -4.239628    1.523228E-04    1.422309E-04    3.176150E+02    3.401511E+02
   61092   2   -4.247480    1.083301E-04    1.030673E-04    4.465980E+02    4.694019E+02
   61107   2   -4.247696    1.142719E-04    1.068485E-04    4.233763E+02    4.527906E+02
   61108   2   -4.239843    1.608407E-04    1.494901E-04    3.007945E+02    3.236335E+02
   61109   2   -4.231142    1.823514E-04    1.678830E-04    2.653120E+02    2.881770E+02
   61110   2   -4.221637    1.866984E-04    1.697672E-04    2.591345E+02    2.849786E+02
   61111   2   -4.211377    1.870857E-04    1.677817E-04    2.585981E+02    2.883509E+02
   61112   2   -4.200411    1.872009E-04    1.654444E-04    2.584390E+02    2.924245E+02
   61113   2   -4.188792    1.873722E-04    1.630647E-04    2.582026E+02    2.966921E+02
   61114   2   -4.176574    1.876443E-04    1.606769E-04    2.578282E+02    3.011012E+02
   61115   2   -4.163812    1.880609E-04    1.583100E-04    2.572570E+02    3.056030E+02
   61116   2   -4.150561    1.886716E-04    1.559943E-04    2.564245E+02    3.101395E+02
   61117   2   -4.136878    1.895057E-04    1.537416E-04    2.552958E+02    3.146838E+02
   61118   2   -4.122818    1.883828E-04    1.498280E-04    2.568175E+02    3.229035E+02
   61119   2   -4.108436    1.532362E-04    1.194610E-04    3.157217E+02    4.049859E+02
   61380   2   -4.111922    1.669788E-04    1.236484E-04    2.897374E+02    3.912708E+02
   61381   2   -4.126114    1.846639E-04    1.402020E-04    2.619894E+02    3.450736E+02
   61382   2   -4.139977    1.835319E-04    1.427050E-04    2.636054E+02    3.390211E+02
   61383   2   -4.153456    1.819387E-04    1.448106E-04    2.659137E+02    3.340916E+02
   61384   2   -4.166494    1.806148E-04    1.470901E-04    2.678629E+02    3.289140E+02
   61385   2   -4.179033    1.795460E-04    1.495308E-04    2.694574E+02    3.235453E+02
   61386   2   -4.191019    1.787143E-04    1.521114E-04    2.707114E+02    3.180564E+02
   61387   2   -4.202393    1.781017E-04    1.548053E-04    2.716426E+02    3.125215E+02
   61388   2   -4.213100    1.776725E-04    1.575659E-04    2.722988E+02    3.070462E+02
   61389   2   -4.223087    1.768882E-04    1.598971E-04    2.735060E+02    3.025696E+02
   61390   2   -4.232302    1.710151E-04    1.574671E-04    2.828990E+02    3.072388E+02
   61391   2   -4.240695    1.474048E-04    1.382592E-04    3.282119E+02    3.499225E+02
   61392   2   -4.248221    1.029174E-04    9.834221E-05    4.700858E+02    4.919556E+02
   61406   2   -4.248318    1.083132E-04    1.012466E-04    4.466676E+02    4.778430E+02
   61407   2   -4.240779    1.558506E-04    1.450016E-04    3.104255E+02    3.336514E+02
   61408   2   -4.232362    1.806557E-04    1.666814E-04    2.678022E+02    2.902544E+02
   61409   2   -4.223113    1.865889E-04    1.701548E-04    2.592866E+02    2.843293E+02
   61410   2   -4.213081    1.872291E-04    1.684557E-04    2.584000E+02    2.871971E+02
   61411   2   -4.202318    1.873925E-04    1.661954E-04    2.581747E+02    2.911031E+02
   61412   2   -4.190876    1.876024E-04    1.638724E-04    2.578859E+02    2.952297E+02
   61413   2   -4.178811    1.879109E-04    1.615297E-04    2.574624E+02    2.995115E+02
   61414   2   -4.166181    1.883615E-04    1.591972E-04    2.568466E+02    3.038998E+02
   61415   2   -4.153042    1.890031E-04    1.569059E-04    2.559747E+02    3.083377E+02
   61416   2   -4.139453    1.898815E-04    1.546812E-04    2.547905E+02    3.127723E+02
   61417   2   -4.125471    1.899820E-04    1.517123E-04    2.546557E+02    3.188930E+02
   61418   2   -4.111152    1.670004E-04    1.306811E-04    2.897000E+02    3.702142E+02
   61679   2   -4.100061    9.774793E-05    7.081080E-05    4.949466E+02    6.832292E+02
   61680   2   -4.114449    1.742602E-04    1.293486E-04    2.776308E+02    3.740281E+02
   61681   2   -4.128549    1.847410E-04    1.406311E-04    2.618802E+02    3.440206E+02
   61682   2   -4.142304    1.832177E-04    1.428792E-04    2.640575E+02    3.386078E+02
   61683   2   -4.155658    1.816265E-04    1.450308E-04    2.663708E+02    3.335843E+02
   61684   2   -4.168551    1.803047E-04    1.473513E-04    2.683235E+02    3.283310E+02
   61685   2   -4.180924    1.792350E-04    1.498232E-04    2.699249E+02    3.229140E+02
   61686   2   -4.192720    1.783991E-04    1.524227E-04    2.711897E+02    3.174068E+02
   61687   2   -4.203880    1.777784E-04    1.551205E-04    2.721366E+02    3.118866E+02
   61688   2   -4.214347    1.773263E-04    1.578582E-04    2.728304E+02    3.064775E+02
   61689   2   -4.224066    1.763428E-04    1.599925E-04    2.743520E+02    3.023891E+02
   61690   2   -4.232984    1.696335E-04    1.567468E-04    2.852031E+02    3.086506E+02
   61691   2   -4.241051    1.536325E-04    1.429505E-04    3.149072E+02    3.384389E+02
   61692   2   -4.248221    1.083132E-04    1.012466E-04    4.466676E+02    4.778430E+02
   61705   2   -4.248219    1.029174E-04    9.834221E-05    4.700858E+02    4.919556E+02
   61706   2   -4.241025    1.536325E-04    1.429505E-04    3.149072E+02    3.384389E+02
   61707   2   -4.232923    1.794349E-04    1.657320E-04    2.696242E+02    2.919171E+02
   61708   2   -4.223961    1.863625E-04    1.702515E-04    2.596015E+02    2.841678E+02
   61709   2   -4.214187    1.872371E-04    1.688389E-04    2.583890E+02    2.865454E+02
   61710   2   -4.203653    1.874560E-04    1.666778E-04    2.580873E+02    2.902607E+02
   61711   2   -4.192416    1.877108E-04    1.644316E-04    2.577369E+02    2.942257E+02
   61712   2   -4.180531    1.880630E-04    1.621536E-04    2.572543E+02    2.983590E+02
   61713   2   -4.168057    1.885557E-04    1.598750E-04    2.565821E+02    3.026115E+02
   61714   2   -4.155054    1.892375E-04    1.576273E-04    2.556575E+02    3.069265E+02
   61715   2   -4.141580    1.901592E-04    1.554409E-04    2.544184E+02    3.112438E+02
   61716   2   -4.127695    1.908319E-04    1.529180E-04    2.535216E+02    3.163787E+02
   61717   2   -4.113459    1.758922E-04    1.380899E-04    2.750549E+02    3.503514E+02
   61979   2   -4.102249    1.140515E-04    8.271823E-05    4.241944E+02    5.848771E+02
   61980   2   -4.116543    1.784818E-04    1.327646E-04    2.710640E+02    3.644043E+02
   61981   2   -4.130533    1.846522E-04    1.408888E-04    2.620061E+02    3.433914E+02
   61982   2   -4.144160    1.829595E-04    1.430462E-04    2.644301E+02    3.382123E+02
   61983   2   -4.157367    1.813678E-04    1.452341E-04    2.667507E+02    3.331173E+02
   61984   2   -4.170091    1.800441E-04    1.475833E-04    2.687119E+02    3.278149E+02
   61985   2   -4.182274    1.789697E-04    1.500730E-04    2.703250E+02    3.223765E+02
   61986   2   -4.193854    1.781261E-04    1.526770E-04    2.716054E+02    3.168781E+02
   61987   2   -4.204772    1.774937E-04    1.553633E-04    2.725731E+02    3.113992E+02
   61988   2   -4.214970    1.770184E-04    1.580646E-04    2.733050E+02    3.060773E+02
   61989   2   -4.224392    1.860968E-04    1.701299E-04    2.599722E+02    2.843710E+02
   61990   2   -4.232984    1.794349E-04    1.657320E-04    2.696242E+02    2.919171E+02
   61991   2   -4.240695    1.558506E-04    1.450016E-04    3.104255E+02    3.336514E+02
   61992   2   -4.247480    1.142719E-04    1.068485E-04    4.233763E+02    4.527906E+02
   62004   2   -4.247400    1.083301E-04    1.030673E-04    4.465980E+02    4.694019E+02
   62005   2   -4.240580    1.474048E-04    1.382592E-04    3.282119E+02    3.499225E+02
   62006   2   -4.232825    1.696335E-04    1.567468E-04    2.852031E+02    3.086506E+02
   62007   2   -4.224179    1.860968E-04    1.701299E-04    2.599722E+02    2.843710E+02
   62008   2   -4.214693    1.871071E-04    1.689264E-04    2.585684E+02    2.863970E+02
   62009   2   -4.204419    1.873832E-04    1.668815E-04    2.581875E+02    2.899063E+02
   62010   2   -4.193414    1.876879E-04    1.647311E-04    2.577684E+02    2.936908E+02
   62011   2   -4.181736    1.880894E-04    1.625366E-04    2.572181E+02    2.976561E+02
   62012   2   -4.169445    1.886310E-04    1.603301E-04    2.564796E+02    3.017524E+02
   62013   2   -4.156601    1.893609E-04    1.581444E-04    2.554910E+02    3.059229E+02
   62014   2   -4.143265    1.903313E-04    1.560116E-04    2.541884E+02    3.101051E+02
   62015   2   -4.129499    1.912957E-04    1.537256E-04    2.529068E+02    3.147165E+02
   62016   2   -4.115364    1.814462E-04    1.428434E-04    2.666355E+02    3.386925E+02
   62017   2   -4.100919    1.064055E-04    8.204724E-05    4.546756E+02    5.896603E+02
   62279   2   -4.104029    1.266468E-04    9.196067E-05    3.820072E+02    5.260945E+02
   62280   2   -4.118210    1.808869E-04    1.348046E-04    2.674599E+02    3.588898E+02
   62281   2   -4.132070    1.845332E-04    1.410824E-04    2.621751E+02    3.429201E+02
   62282   2   -4.145549    1.827616E-04    1.432125E-04    2.647164E+02    3.378196E+02
   62283   2   -4.158585    1.811664E-04    1.454263E-04    2.670473E+02    3.326771E+02
   62284   2   -4.171117    1.798375E-04    1.477923E-04    2.690207E+02    3.273514E+02
   62285   2   -4.183083    1.787554E-04    1.502870E-04    2.706491E+02    3.219175E+02
   62286   2   -4.194421    1.779011E-04    1.528818E-04    2.719488E+02    3.164536E+02
   62287   2   -4.205070    1.871706E-04    1.668019E-04    2.584807E+02    2.900447E+02
   62288   2   -4.214970    1.871071E-04    1.689264E-04    2.585684E+02    2.863970E+02
   62289   2   -4.224066    1.863625E-04    1.702515E-04    2.596015E+02    2.841678E+02
   62290   2   -4.232302    1.806557E-04    1.666814E-04    2.678022E+02    2.902544E+02
   62291   2   -4.239628    1.608407E-04    1.494901E-04    3.007945E+02    3.236335E+02
   62292   2   -4.245999    1.249687E-04    1.167692E-04    3.871368E+02    4.143217E+02
   62303   2   -4.245861    1.185740E-04    1.121644E-04    4.080151E+02    4.313313E+02
   62304   2   -4.239446    1.523228E-04    1.422309E-04    3.176150E+02    3.401511E+02
   62305   2   -4.232067    1.710151E-04    1.574671E-04    2.828990E+02    3.072388E+02
   62306   2   -4.223768    1.763428E-04    1.599925E-04    2.743520E+02    3.023891E+02
   62307   2   -4.214600    1.770184E-04    1.580646E-04    2.733050E+02    3.060773E+02
   62308   2   -4.204616    1.871706E-04    1.668019E-04    2.584807E+02    2.900447E+02
   62309   2   -4.193873    1.875284E-04    1.647647E-04    2.579876E+02    2.936309E+02
   62310   2   -4.182430    1.879836E-04    1.626709E-04    2.573629E+02    2.974102E+02
   62311   2   -4.170347    1.885792E-04    1.605539E-04    2.565500E+02    3.013318E+02
   62312   2   -4.157688    1.893633E-04    1.584471E-04    2.554877E+02    3.053384E+02
   62313   2   -4.144514    1.903884E-04    1.563841E-04    2.541122E+02    3.093664E+02
   62314   2   -4.130890    1.915236E-04    1.542505E-04    2.526060E+02    3.136456E+02
   62315   2   -4.116876    1.848238E-04    1.458262E-04    2.617629E+02    3.317649E+02
   62316   2   -4.102536    1.192028E-04    9.210845E-05    4.058630E+02    5.252504E+02
   62579   2   -4.105406    1.357536E-04    9.868602E-05    3.563810E+02    4.902417E+02
   62580   2   -4.119456    1.822438E-04    1.360360E-04    2.654686E+02    3.556410E+02
   62581   2   -4.133165    1.844387E-04    1.412582E-04    2.623094E+02    3.424933E+02
   62582   2   -4.146472    1.826264E-04    1.433836E-04    2.649125E+02    3.374165E+02
   62583   2   -4.159315    1.810250E-04    1.456129E-04    2.672559E+02    3.322508E+02
   62584   2   -4.171630    1.796884E-04    1.479843E-04    2.692439E+02    3.269266E+02
   62585   2   -4.183353    1.877432E-04    1.625538E-04    2.576924E+02    2.976245E+02
   62586   2   -4.194421    1.875284E-04    1.647647E-04    2.579876E+02    2.936309E+02
   62587   2   -4.204772    1.873832E-04    1.668815E-04    2.581875E+02    2.899063E+02
   62588   2   -4.214347    1.872371E-04    1.688389E-04    2.583890E+02    2.865454E+02
   62589   2   -4.223087    1.865889E-04    1.701548E-04    2.592866E+02    2.843293E+02
   62590   2   -4.230939    1.823514E-04    1.678830E-04    2.653120E+02    2.881770E+02
   62591   2   -4.237853    1.675393E-04    1.553792E-04    2.887680E+02    3.113673E+02
   62592   2   -4.243782    1.392476E-04    1.298552E-04    3.474388E+02    3.725688E+02
   62593   2   -4.248689    1.053645E-04    9.872670E-05    4.591680E+02    4.900397E+02
   62601   2   -4.248555    1.008539E-04    9.564637E-05    4.797038E+02    5.058216E+02
   62602   2   -4.243604    1.326338E-04    1.245818E-04    3.647636E+02    3.883392E+02
   62603   2   -4.237623    1.592166E-04    1.478302E-04    3.038628E+02    3.272674E+02
   62604   2   -4.230649    1.730931E-04    1.586621E-04    2.795027E+02    3.049248E+02
   62605   2   -4.222728    1.768882E-04    1.598971E-04    2.735060E+02    3.025696E+02
   62606   2   -4.213908    1.773263E-04    1.578582E-04    2.728304E+02    3.064775E+02
   62607   2   -4.204244    1.774937E-04    1.553633E-04    2.725731E+02    3.113992E+02
   62608   2   -4.193792    1.779011E-04    1.528818E-04    2.719488E+02    3.164536E+02
   62609   2   -4.182612    1.877432E-04    1.625538E-04    2.576924E+02    2.976245E+02
   62610   2   -4.170766    1.883965E-04    1.605421E-04    2.567989E+02    3.013540E+02
   62611   2   -4.158317    1.892393E-04    1.585300E-04    2.556552E+02    3.051788E+02
   62612   2   -4.145331    1.903241E-04    1.565522E-04    2.541980E+02    3.090344E+02
   62613   2   -4.131871    1.915763E-04    1.545393E-04    2.525365E+02    3.130595E+02
   62614   2   -4.118001    1.867885E-04    1.476237E-04    2.590095E+02    3.277251E+02
   62615   2   -4.103785    1.286715E-04    9.959036E-05    3.759962E+02    4.857900E+02
   62879   2   -4.106386    1.418323E-04    1.032183E-04    3.411072E+02    4.687153E+02
   62880   2   -4.120284    1.829895E-04    1.367857E-04    2.643868E+02    3.536919E+02
   62881   2   -4.133820    1.843904E-04    1.414373E-04    2.623780E+02    3.420597E+02
   62882   2   -4.146934    1.825548E-04    1.435642E-04    2.650164E+02    3.369922E+02
   62883   2   -4.159559    1.889878E-04    1.583917E-04    2.559953E+02    3.054452E+02
   62884   2   -4.171630    1.883965E-04    1.605421E-04    2.567989E+02    3.013540E+02
   62885   2   -4.183083    1.879836E-04    1.626709E-04    2.573629E+02    2.974102E+02
   62886   2   -4.193854    1.876879E-04    1.647311E-04    2.577684E+02    2.936908E+02
   62887   2   -4.203880    1.874560E-04    1.666778E-04    2.580873E+02    2.902607E+02
   62888   2   -4.213100    1.872291E-04    1.684557E-04    2.584000E+02    2.871971E+02
   62889   2   -4.221457    1.866984E-04    1.697672E-04    2.591345E+02    2.849786E+02
   62890   2   -4.228897    1.839817E-04    1.688194E-04    2.629609E+02    2.865784E+02
   62891   2   -4.235371    1.744035E-04    1.611821E-04    2.774026E+02    3.001574E+02
   62892   2   -4.240834    1.548384E-04    1.438906E-04    3.124549E+02    3.362276E+02
   62893   2   -4.245249    1.292456E-04    1.206591E-04    3.743260E+02    4.009644E+02
   62894   2   -4.248584    1.053086E-04    9.873299E-05    4.594116E+02    4.900085E+02
   62899   2   -4.248482    1.023081E-04    9.662803E-05    4.728851E+02    5.006829E+02
   62900   2   -4.245100    1.245378E-04    1.169751E-04    3.884765E+02    4.135924E+02
   62901   2   -4.240634    1.483822E-04    1.382466E-04    3.260499E+02    3.499544E+02
   62902   2   -4.235113    1.665851E-04    1.536421E-04    2.904222E+02    3.148876E+02
   62903   2   -4.228573    1.753164E-04    1.598247E-04    2.759582E+02    3.027067E+02
   62904   2   -4.221058    1.774898E-04    1.597147E-04    2.725790E+02    3.029151E+02
   62905   2   -4.212617    1.776725E-04    1.575659E-04    2.722988E+02    3.070462E+02
   62906   2   -4.203302    1.777784E-04    1.551205E-04    2.721366E+02    3.118866E+02
   62907   2   -4.193170    1.781261E-04    1.526770E-04    2.716054E+02    3.168781E+02
   62908   2   -4.182282    1.787554E-04    1.502870E-04    2.706491E+02    3.219175E+02
   62909   2   -4.170701    1.796884E-04    1.479843E-04    2.692439E+02    3.269266E+02
   62910   2   -4.158491    1.889878E-04    1.583917E-04    2.559953E+02    3.054452E+02
   62911   2   -4.145717    1.901360E-04    1.565132E-04    2.544494E+02    3.091112E+02
   62912   2   -4.132446    1.914794E-04    1.546115E-04    2.526642E+02    3.129134E+02
   62913   2   -4.118744    1.878013E-04    1.485912E-04    2.576127E+02    3.255913E+02
   62914   2   -4.104674    1.350577E-04    1.046586E-04    3.582174E+02    4.622650E+02
   63179   2   -4.106973    1.453240E-04    1.058705E-04    3.329113E+02    4.569732E+02
   63180   2   -4.120697    1.833520E-04    1.372267E-04    2.638640E+02    3.525554E+02
   63181   2   -4.134039    1.912455E-04    1.544768E-04    2.529732E+02    3.131862E+02
   63182   2   -4.146934    1.901360E-04    1.565132E-04    2.544494E+02    3.091112E+02
   63183   2   -4.159315    1.892393E-04    1.585300E-04    2.556552E+02    3.051788E+02
